properties.nombre,properties.libres,timestamp
Illumbe,0,2022-03-27 21:15:50.359767
Katalunia,367,2022-03-27 21:15:50.359767
Kontxa,539,2022-03-27 21:15:50.359767
Kursaal,0,2022-03-27 21:15:50.359767
Okendo,539,2022-03-27 21:15:50.359767
Ondarreta,0,2022-03-27 21:15:50.359767
Pio XII,412,2022-03-27 21:15:50.359767
San Martin,237,2022-03-27 21:15:50.359767
Txofre,0,2022-03-27 21:15:50.359767
Zuatzu,0,2022-03-27 21:15:50.359767
Arcco,0,2022-03-27 22:17:16.872089
Atotxa,169,2022-03-27 22:17:16.872089
Boulevard,331,2022-03-27 22:17:16.872089
Buen Pastor,333,2022-03-27 22:17:16.872089
Easo,146,2022-03-27 22:17:16.872089
Estación,298,2022-03-27 22:17:16.872089
Illumbe,0,2022-03-27 22:17:16.872089
Katalunia,367,2022-03-27 22:17:16.872089
Kontxa,539,2022-03-27 22:17:16.872089
Kursaal,0,2022-03-27 22:17:16.872089
Okendo,539,2022-03-27 22:17:16.872089
Ondarreta,0,2022-03-27 22:17:16.872089
Pio XII,412,2022-03-27 22:17:16.872089
San Martin,237,2022-03-27 22:17:16.872089
Txofre,0,2022-03-27 22:17:16.872089
Zuatzu,0,2022-03-27 22:17:16.872089
Arcco,0,2022-03-27 23:17:59.760027
Atotxa,169,2022-03-27 23:17:59.760027
Boulevard,331,2022-03-27 23:17:59.760027
Buen Pastor,333,2022-03-27 23:17:59.760027
Easo,146,2022-03-27 23:17:59.760027
Estación,298,2022-03-27 23:17:59.760027
Illumbe,0,2022-03-27 23:17:59.760027
Katalunia,367,2022-03-27 23:17:59.760027
Kontxa,539,2022-03-27 23:17:59.760027
Kursaal,0,2022-03-27 23:17:59.760027
Okendo,539,2022-03-27 23:17:59.760027
Ondarreta,0,2022-03-27 23:17:59.760027
Pio XII,412,2022-03-27 23:17:59.760027
San Martin,237,2022-03-27 23:17:59.760027
Txofre,0,2022-03-27 23:17:59.760027
Zuatzu,0,2022-03-27 23:17:59.760027
Arcco,0,2022-03-28 01:22:24.286874
Atotxa,169,2022-03-28 01:22:24.286874
Boulevard,331,2022-03-28 01:22:24.286874
Buen Pastor,333,2022-03-28 01:22:24.286874
Easo,146,2022-03-28 01:22:24.286874
Estación,298,2022-03-28 01:22:24.286874
Illumbe,0,2022-03-28 01:22:24.286874
Katalunia,367,2022-03-28 01:22:24.286874
Kontxa,539,2022-03-28 01:22:24.286874
Kursaal,0,2022-03-28 01:22:24.286874
Okendo,539,2022-03-28 01:22:24.286874
Ondarreta,0,2022-03-28 01:22:24.286874
Pio XII,412,2022-03-28 01:22:24.286874
San Martin,237,2022-03-28 01:22:24.286874
Txofre,0,2022-03-28 01:22:24.286874
Zuatzu,0,2022-03-28 01:22:24.286874
Arcco,0,2022-03-28 03:34:53.789389
Atotxa,169,2022-03-28 03:34:53.789389
Boulevard,331,2022-03-28 03:34:53.789389
Buen Pastor,333,2022-03-28 03:34:53.789389
Easo,146,2022-03-28 03:34:53.789389
Estación,298,2022-03-28 03:34:53.789389
Illumbe,0,2022-03-28 03:34:53.789389
Katalunia,367,2022-03-28 03:34:53.789389
Kontxa,539,2022-03-28 03:34:53.789389
Kursaal,0,2022-03-28 03:34:53.789389
Okendo,539,2022-03-28 03:34:53.789389
Ondarreta,0,2022-03-28 03:34:53.789389
Pio XII,412,2022-03-28 03:34:53.789389
San Martin,237,2022-03-28 03:34:53.789389
Txofre,0,2022-03-28 03:34:53.789389
Zuatzu,0,2022-03-28 03:34:53.789389
Arcco,0,2022-03-28 04:22:03.683323
Atotxa,169,2022-03-28 04:22:03.683323
Boulevard,331,2022-03-28 04:22:03.683323
Buen Pastor,333,2022-03-28 04:22:03.683323
Easo,146,2022-03-28 04:22:03.683323
Estación,298,2022-03-28 04:22:03.683323
Illumbe,0,2022-03-28 04:22:03.683323
Katalunia,367,2022-03-28 04:22:03.683323
Kontxa,539,2022-03-28 04:22:03.683323
Kursaal,0,2022-03-28 04:22:03.683323
Okendo,539,2022-03-28 04:22:03.683323
Ondarreta,0,2022-03-28 04:22:03.683323
Pio XII,412,2022-03-28 04:22:03.683323
San Martin,237,2022-03-28 04:22:03.683323
Txofre,0,2022-03-28 04:22:03.683323
Zuatzu,0,2022-03-28 04:22:03.683323
Arcco,0,2022-03-28 05:15:57.689152
Atotxa,169,2022-03-28 05:15:57.689152
Boulevard,331,2022-03-28 05:15:57.689152
Buen Pastor,333,2022-03-28 05:15:57.689152
Easo,146,2022-03-28 05:15:57.689152
Estación,298,2022-03-28 05:15:57.689152
Illumbe,0,2022-03-28 05:15:57.689152
Katalunia,367,2022-03-28 05:15:57.689152
Kontxa,539,2022-03-28 05:15:57.689152
Kursaal,0,2022-03-28 05:15:57.689152
Okendo,539,2022-03-28 05:15:57.689152
Ondarreta,0,2022-03-28 05:15:57.689152
Pio XII,412,2022-03-28 05:15:57.689152
San Martin,237,2022-03-28 05:15:57.689152
Txofre,0,2022-03-28 05:15:57.689152
Zuatzu,0,2022-03-28 05:15:57.689152
Arcco,0,2022-03-28 06:22:00.195492
Atotxa,169,2022-03-28 06:22:00.195492
Boulevard,331,2022-03-28 06:22:00.195492
Buen Pastor,333,2022-03-28 06:22:00.195492
Easo,146,2022-03-28 06:22:00.195492
Estación,298,2022-03-28 06:22:00.195492
Illumbe,0,2022-03-28 06:22:00.195492
Katalunia,367,2022-03-28 06:22:00.195492
Kontxa,539,2022-03-28 06:22:00.195492
Kursaal,0,2022-03-28 06:22:00.195492
Okendo,539,2022-03-28 06:22:00.195492
Ondarreta,0,2022-03-28 06:22:00.195492
Pio XII,412,2022-03-28 06:22:00.195492
San Martin,237,2022-03-28 06:22:00.195492
Txofre,0,2022-03-28 06:22:00.195492
Zuatzu,0,2022-03-28 06:22:00.195492
Arcco,0,2022-03-28 07:16:55.635392
Atotxa,169,2022-03-28 07:16:55.635392
Boulevard,331,2022-03-28 07:16:55.635392
Buen Pastor,333,2022-03-28 07:16:55.635392
Easo,146,2022-03-28 07:16:55.635392
Estación,298,2022-03-28 07:16:55.635392
Illumbe,0,2022-03-28 07:16:55.635392
Katalunia,367,2022-03-28 07:16:55.635392
Kontxa,539,2022-03-28 07:16:55.635392
Kursaal,0,2022-03-28 07:16:55.635392
Okendo,539,2022-03-28 07:16:55.635392
Ondarreta,0,2022-03-28 07:16:55.635392
Pio XII,412,2022-03-28 07:16:55.635392
San Martin,237,2022-03-28 07:16:55.635392
Txofre,0,2022-03-28 07:16:55.635392
Zuatzu,0,2022-03-28 07:16:55.635392
Arcco,0,2022-03-28 08:27:15.636243
Atotxa,169,2022-03-28 08:27:15.636243
Boulevard,331,2022-03-28 08:27:15.636243
Buen Pastor,333,2022-03-28 08:27:15.636243
Easo,146,2022-03-28 08:27:15.636243
Estación,298,2022-03-28 08:27:15.636243
Illumbe,0,2022-03-28 08:27:15.636243
Katalunia,367,2022-03-28 08:27:15.636243
Kontxa,539,2022-03-28 08:27:15.636243
Kursaal,0,2022-03-28 08:27:15.636243
Okendo,539,2022-03-28 08:27:15.636243
Ondarreta,0,2022-03-28 08:27:15.636243
Pio XII,412,2022-03-28 08:27:15.636243
San Martin,237,2022-03-28 08:27:15.636243
Txofre,0,2022-03-28 08:27:15.636243
Zuatzu,0,2022-03-28 08:27:15.636243
Arcco,0,2022-03-28 09:18:09.508991
Atotxa,169,2022-03-28 09:18:09.508991
Boulevard,331,2022-03-28 09:18:09.508991
Buen Pastor,333,2022-03-28 09:18:09.508991
Easo,146,2022-03-28 09:18:09.508991
Estación,298,2022-03-28 09:18:09.508991
Illumbe,0,2022-03-28 09:18:09.508991
Katalunia,367,2022-03-28 09:18:09.508991
Kontxa,539,2022-03-28 09:18:09.508991
Kursaal,0,2022-03-28 09:18:09.508991
Okendo,539,2022-03-28 09:18:09.508991
Ondarreta,0,2022-03-28 09:18:09.508991
Pio XII,412,2022-03-28 09:18:09.508991
San Martin,237,2022-03-28 09:18:09.508991
Txofre,0,2022-03-28 09:18:09.508991
Zuatzu,0,2022-03-28 09:18:09.508991
Arcco,0,2022-03-28 10:20:54.777192
Atotxa,169,2022-03-28 10:20:54.777192
Boulevard,331,2022-03-28 10:20:54.777192
Buen Pastor,333,2022-03-28 10:20:54.777192
Easo,146,2022-03-28 10:20:54.777192
Estación,298,2022-03-28 10:20:54.777192
Illumbe,0,2022-03-28 10:20:54.777192
Katalunia,367,2022-03-28 10:20:54.777192
Kontxa,539,2022-03-28 10:20:54.777192
Kursaal,0,2022-03-28 10:20:54.777192
Okendo,539,2022-03-28 10:20:54.777192
Ondarreta,0,2022-03-28 10:20:54.777192
Pio XII,412,2022-03-28 10:20:54.777192
San Martin,237,2022-03-28 10:20:54.777192
Txofre,0,2022-03-28 10:20:54.777192
Zuatzu,0,2022-03-28 10:20:54.777192
Arcco,0,2022-03-28 11:19:49.518602
Atotxa,169,2022-03-28 11:19:49.518602
Boulevard,331,2022-03-28 11:19:49.518602
Buen Pastor,333,2022-03-28 11:19:49.518602
Easo,146,2022-03-28 11:19:49.518602
Estación,298,2022-03-28 11:19:49.518602
Illumbe,0,2022-03-28 11:19:49.518602
Katalunia,367,2022-03-28 11:19:49.518602
Kontxa,539,2022-03-28 11:19:49.518602
Kursaal,0,2022-03-28 11:19:49.518602
Okendo,539,2022-03-28 11:19:49.518602
Ondarreta,0,2022-03-28 11:19:49.518602
Pio XII,412,2022-03-28 11:19:49.518602
San Martin,237,2022-03-28 11:19:49.518602
Txofre,0,2022-03-28 11:19:49.518602
Zuatzu,0,2022-03-28 11:19:49.518602
Arcco,0,2022-03-28 12:35:10.880649
Atotxa,169,2022-03-28 12:35:10.880649
Boulevard,331,2022-03-28 12:35:10.880649
Buen Pastor,333,2022-03-28 12:35:10.880649
Easo,146,2022-03-28 12:35:10.880649
Estación,298,2022-03-28 12:35:10.880649
Illumbe,0,2022-03-28 12:35:10.880649
Katalunia,367,2022-03-28 12:35:10.880649
Kontxa,539,2022-03-28 12:35:10.880649
Kursaal,0,2022-03-28 12:35:10.880649
Okendo,539,2022-03-28 12:35:10.880649
Ondarreta,0,2022-03-28 12:35:10.880649
Pio XII,412,2022-03-28 12:35:10.880649
San Martin,237,2022-03-28 12:35:10.880649
Txofre,0,2022-03-28 12:35:10.880649
Zuatzu,0,2022-03-28 12:35:10.880649
Arcco,0,2022-03-28 13:30:59.314423
Atotxa,169,2022-03-28 13:30:59.314423
Boulevard,331,2022-03-28 13:30:59.314423
Buen Pastor,333,2022-03-28 13:30:59.314423
Easo,146,2022-03-28 13:30:59.314423
Estación,298,2022-03-28 13:30:59.314423
Illumbe,0,2022-03-28 13:30:59.314423
Katalunia,367,2022-03-28 13:30:59.314423
Kontxa,539,2022-03-28 13:30:59.314423
Kursaal,0,2022-03-28 13:30:59.314423
Okendo,539,2022-03-28 13:30:59.314423
Ondarreta,0,2022-03-28 13:30:59.314423
Pio XII,412,2022-03-28 13:30:59.314423
San Martin,237,2022-03-28 13:30:59.314423
Txofre,0,2022-03-28 13:30:59.314423
Zuatzu,0,2022-03-28 13:30:59.314423
Arcco,0,2022-03-28 15:22:47.005932
Atotxa,169,2022-03-28 15:22:47.005932
Boulevard,331,2022-03-28 15:22:47.005932
Buen Pastor,333,2022-03-28 15:22:47.005932
Easo,146,2022-03-28 15:22:47.005932
Estación,298,2022-03-28 15:22:47.005932
Illumbe,0,2022-03-28 15:22:47.005932
Katalunia,367,2022-03-28 15:22:47.005932
Kontxa,539,2022-03-28 15:22:47.005932
Kursaal,0,2022-03-28 15:22:47.005932
Okendo,539,2022-03-28 15:22:47.005932
Ondarreta,0,2022-03-28 15:22:47.005932
Pio XII,412,2022-03-28 15:22:47.005932
San Martin,237,2022-03-28 15:22:47.005932
Txofre,0,2022-03-28 15:22:47.005932
Zuatzu,0,2022-03-28 15:22:47.005932
Arcco,0,2022-03-28 16:25:00.674790
Atotxa,169,2022-03-28 16:25:00.674790
Boulevard,331,2022-03-28 16:25:00.674790
Buen Pastor,333,2022-03-28 16:25:00.674790
Easo,146,2022-03-28 16:25:00.674790
Estación,298,2022-03-28 16:25:00.674790
Illumbe,0,2022-03-28 16:25:00.674790
Katalunia,367,2022-03-28 16:25:00.674790
Kontxa,539,2022-03-28 16:25:00.674790
Kursaal,0,2022-03-28 16:25:00.674790
Okendo,539,2022-03-28 16:25:00.674790
Ondarreta,0,2022-03-28 16:25:00.674790
Pio XII,412,2022-03-28 16:25:00.674790
San Martin,237,2022-03-28 16:25:00.674790
Txofre,0,2022-03-28 16:25:00.674790
Zuatzu,0,2022-03-28 16:25:00.674790
Arcco,0,2022-03-28 17:18:59.119949
Atotxa,169,2022-03-28 17:18:59.119949
Boulevard,331,2022-03-28 17:18:59.119949
Buen Pastor,333,2022-03-28 17:18:59.119949
Easo,146,2022-03-28 17:18:59.119949
Estación,298,2022-03-28 17:18:59.119949
Illumbe,0,2022-03-28 17:18:59.119949
Katalunia,367,2022-03-28 17:18:59.119949
Kontxa,539,2022-03-28 17:18:59.119949
Kursaal,0,2022-03-28 17:18:59.119949
Okendo,539,2022-03-28 17:18:59.119949
Ondarreta,0,2022-03-28 17:18:59.119949
Pio XII,412,2022-03-28 17:18:59.119949
San Martin,237,2022-03-28 17:18:59.119949
Txofre,0,2022-03-28 17:18:59.119949
Zuatzu,0,2022-03-28 17:18:59.119949
Arcco,0,2022-03-28 18:22:11.238384
Atotxa,169,2022-03-28 18:22:11.238384
Boulevard,331,2022-03-28 18:22:11.238384
Buen Pastor,333,2022-03-28 18:22:11.238384
Easo,146,2022-03-28 18:22:11.238384
Estación,298,2022-03-28 18:22:11.238384
Illumbe,0,2022-03-28 18:22:11.238384
Katalunia,367,2022-03-28 18:22:11.238384
Kontxa,539,2022-03-28 18:22:11.238384
Kursaal,0,2022-03-28 18:22:11.238384
Okendo,539,2022-03-28 18:22:11.238384
Ondarreta,0,2022-03-28 18:22:11.238384
Pio XII,412,2022-03-28 18:22:11.238384
San Martin,237,2022-03-28 18:22:11.238384
Txofre,0,2022-03-28 18:22:11.238384
Zuatzu,0,2022-03-28 18:22:11.238384
Arcco,0,2022-03-28 19:18:06.687416
Atotxa,169,2022-03-28 19:18:06.687416
Boulevard,331,2022-03-28 19:18:06.687416
Buen Pastor,333,2022-03-28 19:18:06.687416
Easo,146,2022-03-28 19:18:06.687416
Estación,298,2022-03-28 19:18:06.687416
Illumbe,0,2022-03-28 19:18:06.687416
Katalunia,367,2022-03-28 19:18:06.687416
Kontxa,539,2022-03-28 19:18:06.687416
Kursaal,0,2022-03-28 19:18:06.687416
Okendo,539,2022-03-28 19:18:06.687416
Ondarreta,0,2022-03-28 19:18:06.687416
Pio XII,412,2022-03-28 19:18:06.687416
San Martin,237,2022-03-28 19:18:06.687416
Txofre,0,2022-03-28 19:18:06.687416
Zuatzu,0,2022-03-28 19:18:06.687416
Arcco,0,2022-03-28 20:23:00.531515
Atotxa,169,2022-03-28 20:23:00.531515
Boulevard,331,2022-03-28 20:23:00.531515
Buen Pastor,333,2022-03-28 20:23:00.531515
Easo,146,2022-03-28 20:23:00.531515
Estación,298,2022-03-28 20:23:00.531515
Illumbe,0,2022-03-28 20:23:00.531515
Katalunia,367,2022-03-28 20:23:00.531515
Kontxa,539,2022-03-28 20:23:00.531515
Kursaal,0,2022-03-28 20:23:00.531515
Okendo,539,2022-03-28 20:23:00.531515
Ondarreta,0,2022-03-28 20:23:00.531515
Pio XII,412,2022-03-28 20:23:00.531515
San Martin,237,2022-03-28 20:23:00.531515
Txofre,0,2022-03-28 20:23:00.531515
Zuatzu,0,2022-03-28 20:23:00.531515
Arcco,0,2022-03-28 21:15:54.592250
Atotxa,169,2022-03-28 21:15:54.592250
Boulevard,331,2022-03-28 21:15:54.592250
Buen Pastor,333,2022-03-28 21:15:54.592250
Easo,146,2022-03-28 21:15:54.592250
Estación,298,2022-03-28 21:15:54.592250
Illumbe,0,2022-03-28 21:15:54.592250
Katalunia,367,2022-03-28 21:15:54.592250
Kontxa,539,2022-03-28 21:15:54.592250
Kursaal,0,2022-03-28 21:15:54.592250
Okendo,539,2022-03-28 21:15:54.592250
Ondarreta,0,2022-03-28 21:15:54.592250
Pio XII,412,2022-03-28 21:15:54.592250
San Martin,237,2022-03-28 21:15:54.592250
Txofre,0,2022-03-28 21:15:54.592250
Zuatzu,0,2022-03-28 21:15:54.592250
Arcco,0,2022-03-28 22:18:01.130126
Atotxa,169,2022-03-28 22:18:01.130126
Boulevard,331,2022-03-28 22:18:01.130126
Buen Pastor,333,2022-03-28 22:18:01.130126
Easo,146,2022-03-28 22:18:01.130126
Estación,298,2022-03-28 22:18:01.130126
Illumbe,0,2022-03-28 22:18:01.130126
Katalunia,367,2022-03-28 22:18:01.130126
Kontxa,539,2022-03-28 22:18:01.130126
Kursaal,0,2022-03-28 22:18:01.130126
Okendo,539,2022-03-28 22:18:01.130126
Ondarreta,0,2022-03-28 22:18:01.130126
Pio XII,412,2022-03-28 22:18:01.130126
San Martin,237,2022-03-28 22:18:01.130126
Txofre,0,2022-03-28 22:18:01.130126
Zuatzu,0,2022-03-28 22:18:01.130126
Arcco,0,2022-03-28 23:17:16.386289
Atotxa,169,2022-03-28 23:17:16.386289
Boulevard,331,2022-03-28 23:17:16.386289
Buen Pastor,333,2022-03-28 23:17:16.386289
Easo,146,2022-03-28 23:17:16.386289
Estación,298,2022-03-28 23:17:16.386289
Illumbe,0,2022-03-28 23:17:16.386289
Katalunia,367,2022-03-28 23:17:16.386289
Kontxa,539,2022-03-28 23:17:16.386289
Kursaal,0,2022-03-28 23:17:16.386289
Okendo,539,2022-03-28 23:17:16.386289
Ondarreta,0,2022-03-28 23:17:16.386289
Pio XII,412,2022-03-28 23:17:16.386289
San Martin,237,2022-03-28 23:17:16.386289
Txofre,0,2022-03-28 23:17:16.386289
Zuatzu,0,2022-03-28 23:17:16.386289
Arcco,0,2022-03-29 01:17:52.748431
Atotxa,169,2022-03-29 01:17:52.748431
Boulevard,331,2022-03-29 01:17:52.748431
Buen Pastor,333,2022-03-29 01:17:52.748431
Easo,146,2022-03-29 01:17:52.748431
Estación,298,2022-03-29 01:17:52.748431
Illumbe,0,2022-03-29 01:17:52.748431
Katalunia,367,2022-03-29 01:17:52.748431
Kontxa,539,2022-03-29 01:17:52.748431
Kursaal,0,2022-03-29 01:17:52.748431
Okendo,539,2022-03-29 01:17:52.748431
Ondarreta,0,2022-03-29 01:17:52.748431
Pio XII,412,2022-03-29 01:17:52.748431
San Martin,237,2022-03-29 01:17:52.748431
Txofre,0,2022-03-29 01:17:52.748431
Zuatzu,0,2022-03-29 01:17:52.748431
Arcco,0,2022-03-29 02:57:40.548739
Atotxa,169,2022-03-29 02:57:40.548739
Boulevard,331,2022-03-29 02:57:40.548739
Buen Pastor,333,2022-03-29 02:57:40.548739
Easo,146,2022-03-29 02:57:40.548739
Estación,298,2022-03-29 02:57:40.548739
Illumbe,0,2022-03-29 02:57:40.548739
Katalunia,367,2022-03-29 02:57:40.548739
Kontxa,539,2022-03-29 02:57:40.548739
Kursaal,0,2022-03-29 02:57:40.548739
Okendo,539,2022-03-29 02:57:40.548739
Ondarreta,0,2022-03-29 02:57:40.548739
Pio XII,412,2022-03-29 02:57:40.548739
San Martin,237,2022-03-29 02:57:40.548739
Txofre,0,2022-03-29 02:57:40.548739
Zuatzu,0,2022-03-29 02:57:40.548739
Arcco,0,2022-03-29 03:34:15.943178
Atotxa,169,2022-03-29 03:34:15.943178
Boulevard,331,2022-03-29 03:34:15.943178
Buen Pastor,333,2022-03-29 03:34:15.943178
Easo,146,2022-03-29 03:34:15.943178
Estación,298,2022-03-29 03:34:15.943178
Illumbe,0,2022-03-29 03:34:15.943178
Katalunia,367,2022-03-29 03:34:15.943178
Kontxa,539,2022-03-29 03:34:15.943178
Kursaal,0,2022-03-29 03:34:15.943178
Okendo,539,2022-03-29 03:34:15.943178
Ondarreta,0,2022-03-29 03:34:15.943178
Pio XII,412,2022-03-29 03:34:15.943178
San Martin,237,2022-03-29 03:34:15.943178
Txofre,0,2022-03-29 03:34:15.943178
Zuatzu,0,2022-03-29 03:34:15.943178
Arcco,0,2022-03-29 04:21:57.619049
Atotxa,169,2022-03-29 04:21:57.619049
Boulevard,331,2022-03-29 04:21:57.619049
Buen Pastor,333,2022-03-29 04:21:57.619049
Easo,146,2022-03-29 04:21:57.619049
Estación,298,2022-03-29 04:21:57.619049
Illumbe,0,2022-03-29 04:21:57.619049
Katalunia,367,2022-03-29 04:21:57.619049
Kontxa,539,2022-03-29 04:21:57.619049
Kursaal,0,2022-03-29 04:21:57.619049
Okendo,539,2022-03-29 04:21:57.619049
Ondarreta,0,2022-03-29 04:21:57.619049
Pio XII,412,2022-03-29 04:21:57.619049
San Martin,237,2022-03-29 04:21:57.619049
Txofre,0,2022-03-29 04:21:57.619049
Zuatzu,0,2022-03-29 04:21:57.619049
Arcco,0,2022-03-29 05:16:55.226536
Atotxa,169,2022-03-29 05:16:55.226536
Boulevard,331,2022-03-29 05:16:55.226536
Buen Pastor,333,2022-03-29 05:16:55.226536
Easo,146,2022-03-29 05:16:55.226536
Estación,298,2022-03-29 05:16:55.226536
Illumbe,0,2022-03-29 05:16:55.226536
Katalunia,367,2022-03-29 05:16:55.226536
Kontxa,539,2022-03-29 05:16:55.226536
Kursaal,0,2022-03-29 05:16:55.226536
Okendo,539,2022-03-29 05:16:55.226536
Ondarreta,0,2022-03-29 05:16:55.226536
Pio XII,412,2022-03-29 05:16:55.226536
San Martin,237,2022-03-29 05:16:55.226536
Txofre,0,2022-03-29 05:16:55.226536
Zuatzu,0,2022-03-29 05:16:55.226536
Arcco,0,2022-03-29 06:21:58.371096
Atotxa,169,2022-03-29 06:21:58.371096
Boulevard,331,2022-03-29 06:21:58.371096
Buen Pastor,333,2022-03-29 06:21:58.371096
Easo,146,2022-03-29 06:21:58.371096
Estación,298,2022-03-29 06:21:58.371096
Illumbe,0,2022-03-29 06:21:58.371096
Katalunia,367,2022-03-29 06:21:58.371096
Kontxa,539,2022-03-29 06:21:58.371096
Kursaal,0,2022-03-29 06:21:58.371096
Okendo,539,2022-03-29 06:21:58.371096
Ondarreta,0,2022-03-29 06:21:58.371096
Pio XII,412,2022-03-29 06:21:58.371096
San Martin,237,2022-03-29 06:21:58.371096
Txofre,0,2022-03-29 06:21:58.371096
Zuatzu,0,2022-03-29 06:21:58.371096
Arcco,0,2022-03-29 07:18:41.490554
Atotxa,169,2022-03-29 07:18:41.490554
Boulevard,331,2022-03-29 07:18:41.490554
Buen Pastor,333,2022-03-29 07:18:41.490554
Easo,146,2022-03-29 07:18:41.490554
Estación,298,2022-03-29 07:18:41.490554
Illumbe,0,2022-03-29 07:18:41.490554
Katalunia,367,2022-03-29 07:18:41.490554
Kontxa,539,2022-03-29 07:18:41.490554
Kursaal,0,2022-03-29 07:18:41.490554
Okendo,539,2022-03-29 07:18:41.490554
Ondarreta,0,2022-03-29 07:18:41.490554
Pio XII,412,2022-03-29 07:18:41.490554
San Martin,237,2022-03-29 07:18:41.490554
Txofre,0,2022-03-29 07:18:41.490554
Zuatzu,0,2022-03-29 07:18:41.490554
Arcco,0,2022-03-29 08:26:12.680993
Atotxa,169,2022-03-29 08:26:12.680993
Boulevard,331,2022-03-29 08:26:12.680993
Buen Pastor,333,2022-03-29 08:26:12.680993
Easo,146,2022-03-29 08:26:12.680993
Estación,298,2022-03-29 08:26:12.680993
Illumbe,0,2022-03-29 08:26:12.680993
Katalunia,367,2022-03-29 08:26:12.680993
Kontxa,539,2022-03-29 08:26:12.680993
Kursaal,0,2022-03-29 08:26:12.680993
Okendo,539,2022-03-29 08:26:12.680993
Ondarreta,0,2022-03-29 08:26:12.680993
Pio XII,412,2022-03-29 08:26:12.680993
San Martin,237,2022-03-29 08:26:12.680993
Txofre,0,2022-03-29 08:26:12.680993
Zuatzu,0,2022-03-29 08:26:12.680993
Arcco,0,2022-03-29 09:17:03.374232
Atotxa,169,2022-03-29 09:17:03.374232
Boulevard,331,2022-03-29 09:17:03.374232
Buen Pastor,333,2022-03-29 09:17:03.374232
Easo,146,2022-03-29 09:17:03.374232
Estación,298,2022-03-29 09:17:03.374232
Illumbe,0,2022-03-29 09:17:03.374232
Katalunia,367,2022-03-29 09:17:03.374232
Kontxa,539,2022-03-29 09:17:03.374232
Kursaal,0,2022-03-29 09:17:03.374232
Okendo,539,2022-03-29 09:17:03.374232
Ondarreta,0,2022-03-29 09:17:03.374232
Pio XII,412,2022-03-29 09:17:03.374232
San Martin,237,2022-03-29 09:17:03.374232
Txofre,0,2022-03-29 09:17:03.374232
Zuatzu,0,2022-03-29 09:17:03.374232
Arcco,0,2022-03-29 10:23:54.573176
Atotxa,169,2022-03-29 10:23:54.573176
Boulevard,331,2022-03-29 10:23:54.573176
Buen Pastor,333,2022-03-29 10:23:54.573176
Easo,146,2022-03-29 10:23:54.573176
Estación,298,2022-03-29 10:23:54.573176
Illumbe,0,2022-03-29 10:23:54.573176
Katalunia,367,2022-03-29 10:23:54.573176
Kontxa,539,2022-03-29 10:23:54.573176
Kursaal,0,2022-03-29 10:23:54.573176
Okendo,539,2022-03-29 10:23:54.573176
Ondarreta,0,2022-03-29 10:23:54.573176
Pio XII,412,2022-03-29 10:23:54.573176
San Martin,237,2022-03-29 10:23:54.573176
Txofre,0,2022-03-29 10:23:54.573176
Zuatzu,0,2022-03-29 10:23:54.573176
Arcco,0,2022-03-29 11:35:05.637689
Atotxa,169,2022-03-29 11:35:05.637689
Boulevard,331,2022-03-29 11:35:05.637689
Buen Pastor,333,2022-03-29 11:35:05.637689
Easo,146,2022-03-29 11:35:05.637689
Estación,298,2022-03-29 11:35:05.637689
Illumbe,0,2022-03-29 11:35:05.637689
Katalunia,367,2022-03-29 11:35:05.637689
Kontxa,539,2022-03-29 11:35:05.637689
Kursaal,0,2022-03-29 11:35:05.637689
Okendo,539,2022-03-29 11:35:05.637689
Ondarreta,0,2022-03-29 11:35:05.637689
Pio XII,412,2022-03-29 11:35:05.637689
San Martin,237,2022-03-29 11:35:05.637689
Txofre,0,2022-03-29 11:35:05.637689
Zuatzu,0,2022-03-29 11:35:05.637689
Arcco,0,2022-03-29 12:37:05.433191
Atotxa,169,2022-03-29 12:37:05.433191
Boulevard,331,2022-03-29 12:37:05.433191
Buen Pastor,333,2022-03-29 12:37:05.433191
Easo,146,2022-03-29 12:37:05.433191
Estación,298,2022-03-29 12:37:05.433191
Illumbe,0,2022-03-29 12:37:05.433191
Katalunia,367,2022-03-29 12:37:05.433191
Kontxa,539,2022-03-29 12:37:05.433191
Kursaal,0,2022-03-29 12:37:05.433191
Okendo,539,2022-03-29 12:37:05.433191
Ondarreta,0,2022-03-29 12:37:05.433191
Pio XII,412,2022-03-29 12:37:05.433191
San Martin,237,2022-03-29 12:37:05.433191
Txofre,0,2022-03-29 12:37:05.433191
Zuatzu,0,2022-03-29 12:37:05.433191
Arcco,0,2022-03-29 13:32:10.663289
Atotxa,169,2022-03-29 13:32:10.663289
Boulevard,331,2022-03-29 13:32:10.663289
Buen Pastor,333,2022-03-29 13:32:10.663289
Easo,146,2022-03-29 13:32:10.663289
Estación,298,2022-03-29 13:32:10.663289
Illumbe,0,2022-03-29 13:32:10.663289
Katalunia,367,2022-03-29 13:32:10.663289
Kontxa,539,2022-03-29 13:32:10.663289
Kursaal,0,2022-03-29 13:32:10.663289
Okendo,539,2022-03-29 13:32:10.663289
Ondarreta,0,2022-03-29 13:32:10.663289
Pio XII,412,2022-03-29 13:32:10.663289
San Martin,237,2022-03-29 13:32:10.663289
Txofre,0,2022-03-29 13:32:10.663289
Zuatzu,0,2022-03-29 13:32:10.663289
Arcco,0,2022-03-29 14:21:21.959996
Atotxa,169,2022-03-29 14:21:21.959996
